pr_number,commit_sha,commit_message,author,commit_date
335520,4be773ea360208a3b9a9ae77babfee8259215568,"Agents - complete session list fixture changeset mocks

Provide the required changesets observable in blocked-session and main session-list fixtures so shared diff stats can fall back when no summary is available.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",lszomoru,2026-09-10 19:16:49+00:00
335518,8d2a61d468cb25fcd75066fa1ecb721761fae5af,chore: bump @github/copilot to 1.0.84-4,github-actions[bot],2026-09-10 17:26:16+00:00
335518,bf801e501139a1cb14905d34289fac9c48d81f9d,"chore: restore Copilot platform packages to lockfiles

The platform packages were not yet published when the automated bump generated the lockfiles, causing npm ci to fail across CI jobs.

(Written by Copilot)

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-10 18:47:01+00:00
335517,37946710d4387e24b3f9192028db4a3d50da03e3,"agentHost: show context picker for ChatGPT Codex models

Reuse the matching Copilot catalog context tiers for ChatGPT-backed Codex models and refresh selected model metadata when catalogs republish it. Cover both provider routes and verify that context window and reasoning effort reach app-server requests.",Giuspepe,2026-09-10 17:21:00+00:00
335517,250e090c44035e6335e780c331bb73df5705711e,"agentHost: source ChatGPT context sizes from Codex

Read context limits from the Codex binary's JSON model catalog while keeping app-server model/list authoritative for account-visible models. This removes the ChatGPT picker dependency on a matching Copilot catalog entry.",Giuspepe,2026-09-10 18:06:40+00:00
335517,1973192c76141efb487e894542a84d8e1c60f8f0,Merge branch 'main' into agents/fix-chatgpt-codex-context-picker,Giuspepe,2026-09-10 18:14:29+00:00
335515,c81724e6525b70d36d678e906d732a89d74cff76,"mcp: trust workspace-root servers with workspace trust

Align root .mcp.json with .vscode/mcp.json while retaining workspace-trust checks and sensitive-file edit protections. Add coverage for workspace consent, cached server trust decisions, and first autostart after delayed discovery.

Fixes #335514

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",vritant24,2026-09-10 17:09:54+00:00
335515,3dd1b4602ecae10714faf0045b013c83e2b8eb0d,Merge branch 'main' into fix/workspace-dot-mcp-trust,vritant24,2026-09-10 17:18:34+00:00
335511,59af67806801a2fe94727bc9124fff762666219c,"automations: feat: add shareable automation blueprints

Add a portable .automation.md format with strict validation and safe import/export semantics. Surface enabled plugin blueprints as disabled-by-default templates while preserving the existing automation service as the sole execution authority.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-09 21:29:33+00:00
335511,398e796fca7535f5660daf0976ac0b2b2a3b8de5,"automations: feat: support blueprint drag and drop

Match the Automation header action sizing and route dropped .automation.md files through the same disabled-by-default review flow as file import.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-10 09:55:19+00:00
335511,eeaa225d6680a03913cb80e8a6b976756b715e28,"automations: feat: organize automation template sections

Keep built-in and plugin-provided templates available in separate collapsible sections, with defaults that adapt to whether saved automations exist.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-10 10:35:38+00:00
335511,08cc2cd9a6849da398b4d9d4192eb05cab23d6ef,"automations: feat: track new plugin templates

Persist the plugin templates last seen when the section is expanded, show an unread marker for newly added templates, and serialize portable schedules as local-time cron or explicit manual schedules.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-10 14:22:46+00:00
335511,032d48523169d1c93779847a7c1c395b02b87180,"automations: polish: refine blueprint export and template layout

Normalize exported filenames to one .automation.md suffix and align disclosure content beneath template section titles.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-10 16:45:20+00:00
335511,57722b5c656b18925c618278f68303c66c4a52c2,"automations: fix: address blueprint review feedback

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: f1363f3b-bd40-48be-b723-6c11ea3e0f04",ulugbekna,2026-09-10 17:37:24+00:00
335511,e3564b10e73dff7375e4041cecacef6677b8e88c,"automations: test: define fixture automation contributions

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: f1363f3b-bd40-48be-b723-6c11ea3e0f04",ulugbekna,2026-09-10 17:56:34+00:00
335510,c4d642f1eed543484457fdba117b9ea767f59b6a,Fix fast model toggle not being remembered,lramos15,2026-09-10 16:46:51+00:00
335510,0f5ba5a957be507c944376be53690312e8f2f48f,Address comments,lramos15,2026-09-10 16:57:45+00:00
335510,b82752b8de7cdfc0ad0842e3ba8ffa8392b9fb5c,Merge branch 'main' into lramos15/coastal-unicorn,lramos15,2026-09-10 17:14:18+00:00
335510,4b30378720d3e52cd67d61c9576fdb8ed4e15cc5,Merge branch 'main' into lramos15/coastal-unicorn,lramos15,2026-09-10 18:03:39+00:00
335506,8a1e7acaf808a3a6f71bad3c0266ccc28b2820e1,Agent Host changes for lszomoru/agents-diff-summary-take-2,lszomoru,2026-09-10 16:36:57+00:00
335504,4477e459f434c938ba4afbddbf7cc4103ca02440,"agentHost: preserve Codex threads across subscription switches

Resume the original thread when its model provider changes, retaining turn mappings and applying the selected provider on the next send. Install a version-checked native-auth provider alias without persisting proxy endpoints, credentials, or global defaults.

Normalize account-bound encrypted reasoning only for threads with native history so Copilot continuations remain portable. Cover cold restores, concurrent handoffs, configuration conflicts, proxy normalization, and effective Codex home paths.",Giuspepe,2026-09-10 16:28:20+00:00
335504,05538f2563babaf7d56a9037622be3c72ad732f5,"agentHost: track Codex subscription switches

Count provider handoffs after an accepted turn on the original thread. Report bounded subscription direction and desktop provenance through usage telemetry, excluding failed, reverted, and setup-only switches.",Giuspepe,2026-09-10 17:02:21+00:00
335504,ca58762c28ef634101e0379752cb77bdc836b501,"agentHost: correlate Codex switches with weekly quota

Sample fresh weekly ChatGPT quota from the existing account cache in 10-point buckets. Omit unavailable, stale, expired, and cross-account samples while retaining the existing usage telemetry consent gate. Do not add quota requests or delay turns.",Giuspepe,2026-09-10 17:15:11+00:00
335504,3aa6e132372abe41f685a7c80cf103c5953bedf7,"agentHost: throttle portable Codex stream heartbeats

Rate-limit synthetic SSE heartbeats by time since the last downstream write instead of upstream chunk boundaries. Add deterministic fragmentation and interval-boundary coverage using an injected monotonic clock.",Giuspepe,2026-09-10 17:36:48+00:00
335504,cccc9c7b63fb5d45cf5a1978aa55d59bb64abdd3,"agentHost: make Codex home test fixture cross-platform

Use a drive-qualified CODEX_HOME fixture on Windows and derive the expected configuration URI from it. This avoids assuming a POSIX root while retaining the production path resolution behavior.",Giuspepe,2026-09-10 18:04:32+00:00
335504,a2f72da4d9347e96a7aa086748db66a73e1dfeab,Merge branch 'main' into agents/codex-cross-app-continuation,Giuspepe,2026-09-10 18:12:09+00:00
335504,17707d86bc6c94a23d56f910adfced5a350209d0,Merge branch 'main' into agents/codex-cross-app-continuation,Giuspepe,2026-09-10 18:32:25+00:00
335502,3c166068b5fbf7bbb67bf3eee672c1e350a1723a,"Remove temporary Show Session Archive Nudge debug command

Removes the non-stable-only Developer: Show Session Archive Nudge
command and all debug-only wiring it required in
SessionArchiveNudgeService and SessionArchiveNudge (debugSession
observable, showForTesting, isDebug bypasses of eligibility and
telemetry). Normal merged-PR eligibility, default Mark as Done
wording, telemetry, and once-per-user onboarding behavior are
unchanged.

Also removes the now-dead command registration gate in
chat.contribution.ts and the accessibility help paragraph (and its
test) that introduced the developer command.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 16:25:09+00:00
335502,3689a46022aee63a170343027765d8d85cfdbf3b,"Remove unused ISessionArchiveNudgeService import in test

Fixes the Compile & Hygiene failure: the import was only used by the
developer-command test removed in the previous commit.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 17:42:40+00:00
335501,783ed61f4aaae9b45f739c9b7fc08844a5ef3b0b,"agentHost: improve Agent Merge CI diagnostics

Replace prefix-only CI dumps with bounded summaries and authorized, cached tail/range/search reads. Preserve true EOF completeness, redaction, cancellation, and workflow-attempt identity while keeping responses and retained evidence bounded.

Serialize concurrent reads and paginate summaries within cache capacity so follow-up evidence remains actionable without changing repair scheduling.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 16:22:38+00:00
335501,27a14a419cb9a60b96b2da3e68bc27a57814d8a4,"agentHost: index Agent Merge CI evidence for bounded seeking

Cache sparse line-start offsets so search continuations, context excerpts, ranges, and tails do not repeatedly scan logs from the beginning. Cover 500,000-line pagination, newline-dense 16 MiB logs, checkpoint boundaries, and empty evidence.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 17:48:46+00:00
335500,17880cea9a79b235faffd1459de23d7d04bc2356,"agentHost: exclude SDK-native skills from directory discovery

The Copilot runtime now returns plugin and built-in skills from skills.discover, but those sources are not represented by skills.getDiscoveryPaths and are already loaded natively by the runtime. Keep them out of VS Code's synthetic directory customization plugin while preserving project and user-directory skills. (Written by Copilot)

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-10 16:22:39+00:00
335498,53c48019222e75b5114c68ead626568159e12d0a,"sessions: add agent attempt comparisons

Add a multi-harness comparison workflow with isolated child sessions, provider-owned shared-model resolution, visible judging, evidence review, synthesis, and explicit cleanup.\n\nFixes #335085\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10 16:20:56+00:00
335498,f71869120ca5193dc90e3f27992a3614b29254c4,"sessions: address agent comparison feedback

Preserve comparison configuration and provenance, make comparison evidence and controls accessible, normalize worktree changes, and add lifecycle regression coverage.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10 19:02:13+00:00
335498,a9a2bbdab8cf4176af7868b8f3dc93d3af0971c7,"sessions: fix agent comparison CI

Format comparison sources, preserve provider option shapes when provenance is absent, and compare persisted creation references through their public URI representation.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10 19:20:03+00:00
335498,30092057e6b2e4eeaccd3dae21b369b0b97d568f,"sessions: register comparison service in fixture

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10 19:59:02+00:00
335498,91f1f9d490572584c19783c8cd03b73ce1eb945b,"sessions: refresh comparison fixture modules

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10 20:42:41+00:00
335498,42b00273e1c786d3d524cbe0e8105bbd6a789e14,"sessions: invalidate comparison fixture cache

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10 20:57:09+00:00
335498,b4c6a269a935c77d68aa47abc1356c53b3ba0851,"sessions: stabilize comparison fixtures

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10 21:12:15+00:00
335498,5f6af652ac2cfcc8ca6f48f1ce27d3e7d7c5a768,"sessions: update comparison screenshots

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10 21:27:55+00:00
335498,a4c9a197d37e4686001d10cb083b349623318802,"sessions: remove fixture cache diagnostics

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10 21:35:44+00:00
335497,baf9dd48e6db13f24bd7a90f79941be1db776842,"sessions: remove experimental tag from Dev Container setting

Keep the disabled-by-default experimentation rollout while removing the experimental Settings UI marker from the public Dev Container Agent Host setting.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",chrmarti,2026-09-10 16:19:26+00:00
335491,9c53b228eacec239fbf9498583bd9fe702fc1b45,"agentHost: restore Codex image attachments

Send file-backed images to Codex as structured localImage inputs and rebuild them as resource attachments during replay. Migrate legacy read-only snapshot path mentions narrowly so existing sessions render their image cards again.",Giuspepe,2026-09-10 15:51:00+00:00
335490,8ea05433e54552310bbce1c2b9d63b42a654344e,"agentHost: honor Codex Full Access for server tools

Respect the owning session's resolved permissions before requesting
server-tool confirmation. Keep restricted presets and Agent Merge
approval behavior unchanged, with set_workspace regression coverage.",Giuspepe,2026-09-10 15:46:31+00:00
335490,57a1ec77f47d534a0342fcea6cfd1c769fea82a6,"agentHost: align Codex server-tool E2E approval expectations

Codex E2E fixtures opt into Full Access, which now auto-approves ordinary server tools. Update the three affected confirmation expectations while preserving the other providers' expectations and the default-permission coverage.",Giuspepe,2026-09-10 16:52:31+00:00
335488,4c67ed9cc122b9900acf6018e4074189146509b0,"Migrate remaining AsyncIterableObject usages to AsyncIterableProducer

Review and migrate single-use AsyncIterableObject usages to
AsyncIterableProducer to improve memory efficiency and avoid keeping
emitted values in memory unnecessarily.

Co-authored-by: Diyor-Khasanov-dev <317548684+Diyor-Khasanov-dev@users.noreply.github.com>",google-labs-jules[bot],2026-09-10 15:27:54+00:00
335488,b657f57d3e613b91ecfe18dc12b3cfcc02279ab6,"Merge pull request #1 from Diyor-Khasanov-dev/jules/migrate-async-iterable-producer-2610687073050678360

Migrate AsyncIterableObject to AsyncIterableProducer for memory efficiency",Diyor-Khasanov-dev,2026-09-10 15:45:14+00:00
335488,8e046f0c5f07a0466b116c801fb4ac6a7b0b87c5,Merge branch 'microsoft:main' into main,Diyor-Khasanov-dev,2026-09-10 15:45:28+00:00
335487,3c2c5586816d707b6f93e7508bf31c9e3c181bb2,"Revert ""Browser: Remove duplicate border in Modern UI""",mrleemurray,2026-09-10 15:43:26+00:00
335484,315599b1a877031f0b73e998792d6dba296b0632,"Fix and re-enable the ES5 class CodeLens test

This test has been skipped since #90396 was filed. Removing .skip on
its own doesn't work, it fails with 0 !== 1.

The test setup only enables the CodeLens setting for TypeScript, but
this test opens a .js file, so it needs the JavaScript one too. Without
it no CodeLens showed up at all.

Adding that setting makes the test pass. It checks that exactly one
CodeLens appears, which is what #90396 was about.",abdeltaehass,2026-09-10 15:26:26+00:00
335483,2410f37c08bc542dccf0ececa51c94c3bd16f402,update json/html services,aeschli,2026-09-10 15:19:19+00:00
335482,41f575b1434d9045b0b5bdc4e1cac2d6d094fb3e,Agents - show label for commit action,lszomoru,2026-09-10 15:06:17+00:00
335481,d7c02eea35d65b477a82c08f5d1f192e6826f131,"sessions: swap docked details and maximize actions

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",sandy081,2026-09-10 15:04:35+00:00
335480,c69d66deb340a36a21fad9d827961c35feead57f,"sessions: improve workspace preselection and telemetry

Keep editor workspace handoffs alive until the target composer is ready while preserving newer user intent. Include multi-root workspace history and record selection provenance and first-request outcomes.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 14:56:20+00:00
335480,91253132a5ef84feb087e3032be4870ec64811e9,"sessions: preserve newer navigation and restored drafts

Cancel deferred workspace handoffs from central session navigation, including repeated opens of an empty composer, without cancelling their own opening or automatic draft creation.

Check live draft ownership before applying inferred defaults, wait for in-flight creation, and document the selectionNotApplied telemetry state. Add regression coverage for remote-folder navigation and late restoration.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 16:34:37+00:00
335480,4859dc2b0f0d1da0ac0813f75005fd0826e53f6f,"Merge main into agents/workspace-preselection-telemetry

Preserve upstream archive-nudge and Dev Container changes alongside workspace preselection provenance, acknowledgement, and draft protections. Cover combined Dev Container mode and selection-origin behavior in regression tests.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 18:17:11+00:00
335480,e083d5f6bc66dff5ce4a30781b25c0eed695a87a,"Merge main into agents/workspace-preselection-telemetry

Keep upstream removal of the temporary archive-nudge debug command while retaining workspace-preselection navigation tracking.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 20:37:48+00:00
335479,d4a09624697bee416aa6a9fde41a2b7a4fdd047f,"chat: align combined picker height

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",Copilot,2026-09-10 14:57:18+00:00
335479,6230521f531d4a9daab79dac0dc2c53e3b967710,"chat: align picker labels with icons

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",Copilot,2026-09-10 15:25:01+00:00
335478,57b18f14dae438ca882f6a6eebcda4f313852c9d,Agents - tweak action that opens the Changes view,lszomoru,2026-09-10 14:56:48+00:00
335475,e051c3a0dda8124f4346a4784565fd6d588b02a0,"agentHost: prevent duplicate Codex skills across sessions

Keep client-synced skills scoped to each thread's selectedCapabilityRoots instead of registering every live session's cache in the process-global skill catalogue.

Cover overlapping workspace bundles, retained revisions, and app-server reconnection with a regression test.",Giuspepe,2026-09-10 14:24:26+00:00
335475,162e8d6859b1c10a269d7af91151906872860171,Merge remote-tracking branch 'origin/main' into agents/fix-duplicate-skills-bug,Giuspepe,2026-09-10 20:20:47+00:00
335475,d5df669bf348d433f747f3a0405231307a651200,Merge remote-tracking branch 'origin/main' into agents/fix-duplicate-skills-bug,Giuspepe,2026-09-10 22:51:43+00:00
335475,dcb7fae71ca24d4a1d7e0916350bb2648a95922f,"agentHost: deliver Codex client skills on each turn

Advertise the current client skill catalogue through per-turn application context and grant read-only access through existing thread permission profiles. Reuse customization reconciliation for skill-directory and permission-profile changes instead of relying on selectedCapabilityRoots during resume.

Cover the original provider integration failure, add/remove after the first turn, native skill preservation, workspace isolation, and sandbox read-grant preservation and revocation with the pinned Codex SDK.",Giuspepe,2026-09-10 23:00:03+00:00
335472,d044ec21dd143f26458691f906910bb5bfa456ac,"fix: avoid subscribing to untitled agent sessions

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mcorbettbma,2026-09-10 14:05:02+00:00
335471,621feefc1c558ae180d22a300310b56699745942,"workbench: Fix compact menu scrollbar overlap

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 14:02:50+00:00
335466,7511bb27e379c4fa3caead2b9726b6184bb30684,Small model picker improvements,lramos15,2026-09-10 13:28:54+00:00
335465,b16dd8b0cbe64102bbddfe7ca28dbbe14b04143d,"Fix PowerShell parsing for standalone `--` tokens

- Fixes https://github.com/microsoft/vscode/issues/325635.
- Fixes https://github.com/microsoft/vscode/issues/324059.
- Fixes https://github.com/microsoft/vscode/issues/321748.

Inspired by a similar fix in https://github.com/microsoft/vscode/pull/310839.",RReverser,2026-09-10 13:07:51+00:00
335465,d2e4a5b3fb56a2544d1c53f795f1b80f38862aa2,Add the 2nd issue link to comment,RReverser,2026-09-10 13:12:49+00:00
335464,312c2a9356d626b2b69cc3bec76c8f671fb2556b,"Fix chat input working border animation

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 12:34:59+00:00
335464,3fdb604100724ad887c575b6d46f4933e4d3293a,"Preserve chat working state with reduced motion

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 13:19:50+00:00
335463,8636f03e4edd46fbbd8303cd350c7952a39f2def,"Fix Browser editor border in Modern UI

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 12:26:58+00:00
335463,2d173353d74b3a36faa003747e6726902cf754b2,"Preserve collapsed Browser dimensions

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 12:56:02+00:00
335462,db6f01fd38796c261797eee2326dff3ada033384,"Center Modern UI status bar items

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 12:24:27+00:00
335461,14ca84dca0fe6ea6b6be62ec49e3045d96f97fd4,"Fix chat question carousel link states

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 12:11:29+00:00
335461,6dc667b4137fb0f716e5491903f9e2d3ffd0cf3e,"Test carousel active link state independently

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 13:05:46+00:00
335459,ec5408d8eb06853e264fcf35a877ddb1ac353c60,"sessions: avoid redundant transcript tab stop

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 12:09:59+00:00
335455,19a03848c57fe48b700d332910017d8d86a24253,"Fix chat request link focus outline

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 11:31:32+00:00
335454,19ccbc5b7df73bfff4712a83b2ab6fb6b2f7399b,"chat: Center code edit pill icons

Use flex cross-axis alignment instead of baseline-dependent pixel offsets so masked file icons stay centered with labels at supported zoom levels.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 11:30:29+00:00
335453,23e8647cea5501431e1ec099de00c8ae34f486fc,"multiDiffEditor: use spacing tokens

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 11:26:14+00:00
335452,61ce160423471c7c5b71fa35c46691c29f1c4667,Agent Host changes for lszomoru/ok-snake,lszomoru,2026-09-10 11:27:12+00:00
335452,682172a84d4ec8fc891acc4ca74bc7de390a7124,"Address branch sync review feedback

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",lszomoru,2026-09-10 11:46:04+00:00
335450,3b86dfbc9eb6be265e29f067c024ec4ba5d6ad6c,"modernUI: Preserve localized panel tab casing

Keep composite tab font sizing direct while removing those labels from the shared capitalization group, so localized strings inherit the tabs module's source-casing rule. The explicit uppercase preference remains unchanged.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 11:24:21+00:00
335447,399ed2bc8902ae74ec461f8818cffe38ef71a15c,fileService: avoid tracing errors for missing resources in resolveAll,aeschli,2026-09-10 10:57:59+00:00
335443,967ada3244d52c8b36340f7d08d10eefb77d9bf5,"sessions: show CI failure banners for draft pull requests

Include open draft pull requests in CI polling and banner rendering. Cover draft and ready PR workflows while retaining closed/merged exclusions, Agent Merge handling, and dismissal behavior.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 10:39:25+00:00
335439,9fc854edc1314a916f073cce7958b870ac82c985,Incorrect doc link provided,aeschli,2026-09-10 10:21:51+00:00
335437,c4fc8b14db0e9d5b73dd2174efb7580d49692c19,Initial plan,Copilot,2026-09-10 10:09:38+00:00
335437,359291df3d3925ae42ae41749acbadcf3f1b9c68,"Fix automation context menu enable and disable actions

Co-authored-by: ulugbekna <16353531+ulugbekna@users.noreply.github.com>",Copilot,2026-09-10 10:17:10+00:00
335436,6d17d79351541448d1691a06e952bb7048983b5d,"chat: Fix question option contrast in Light+

Let primary labels inherit the selected row foreground so focused selections use the active foreground token. Keep the hover background paired with list focus and add a regression test.

Fixes #335429

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 10:01:06+00:00
335434,fe125dfe0ad9bfab484f1da17afb3a0837597050,"titlebar: Use title bar foreground for action icons

Bind the action toolbar to the active and inactive title bar foreground tokens and cover both states with a computed-style test.

Fixes #335250

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10 09:38:48+00:00
335433,9fc8a14cdec72e573e7d4807c6b78be896bdc66a,"agentHost: add context size picker for Codex

Surface Copilot-backed model context tiers in the Codex harness and forward the selected window when starting or resuming threads.",Giuspepe,2026-09-10 09:38:57+00:00
335433,26fef64463298b864224a85f3c962e4ea969691c,"agentHost: verify context size and thinking propagation

Cover Codex app-server thread and turn payloads alongside Copilot SDK session creation and model changes.",Giuspepe,2026-09-10 10:02:47+00:00
335433,4db9f0d74102cc85bce5370d4d38a5f13a3a383e,agentHost: fix Codex wire request test typings,Giuspepe,2026-09-10 10:10:01+00:00
335431,fee133b4636bdf61d0c4d52695319a74a229aec6,"sessions: Unify pull request creation

Replace Agent Host PR action variants with an editable creation form. Add remembered draft and merge options, a chat-driven creation alternative, and feature-local preparation and submission adapters with regression tests and fixtures.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 09:17:15+00:00
335431,d01d6db2c1882a41c954b2f0d3db6af76ab03998,"sessions: Preserve PR form keyboard focus

Handle Escape before shared buttons consume it and restore focus to rebuilt merge radios after a failed submission. Cover both cases with regression tests while preserving dropdown dismissal.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 09:28:59+00:00
335431,13e9c7a38a187575473d5d2a3250f91b82ea929c,"sessions: Validate prepared PR context and repair CI coverage

Bind PR submissions to the prepared repository and branches, and validate chat-based creation before sending. Reject stale details before Git, GitHub, or Agent Merge changes.

Update Agent Host replay coverage for the consolidated PR operation and use browser-compatible error predicates in metadata tests.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 10:45:18+00:00
335431,a2f76f3988b44b9bca4efab4829f0c19d8e353ac,"sessions: Fix PR chat lifecycle and form resizing

Apply PR form automation choices in a host chat contribution only while the creation turn is active, carrying provider metadata through the normal send lifecycle. Preserve configuration restoration state when retargeting monitoring and rescan the PR form on container layout changes.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 15:09:49+00:00
335431,cc4fd90db4bb4581b77d4982eef1a5baa241c0ef,"sessions: Fix PR form layout type checks

Expose the existing context view layout callback in the platform delegate contract and remove the obsolete test event import.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 15:15:33+00:00
335430,0aae33d62e8039a4f4b2f791e04469bc569df47f,Initial plan,Copilot,2026-09-10 09:29:00+00:00
335428,fd3b808f7df435772aa856aea94425e34a1c22aa,fix: use mouse modifiers for editor drag and drop,Tiancheng-Xu,2026-09-10 09:17:46+00:00
335428,8f8847e5eda52a772cb832b5368d1ff8254a6942,Merge branch 'main' into fix/58515-mouse-modifiers,Tiancheng-Xu,2026-09-10 15:12:55+00:00
335427,a3a996a0614285b682183a9c46522daf54ad5aab,"chat: make Mark as Done the default archive wording

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 09:18:51+00:00
335424,95a6a119dbea1bd556c5f403f10b7024b410dc8b,"sessions: support removing pull request artifacts

Allow artifact-backed pull requests to be removed from dropdown rows or the single-PR context menu. Route removal through a capability-gated VS Code extension RPC, persist before publishing, and preserve independent associations and keyboard focus.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 09:12:57+00:00
335424,3fc720557bcc2e8f0d328580e44541e41b1fff26,"Merge main and address PR artifact removal feedback

Resolve overlapping action widget tests, session toolbar wiring, and asynchronous host initialization while retaining both behaviors. Allow legacy PR artifacts without the optional GitHub flag to be removed by matching their resolved PR URL, with regression coverage.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10 10:02:05+00:00
335421,939a31e9dcf82d9a1265beb3e4be660153ec41da,"build(deps): bump hono from 4.13.3 to 4.13.7

Bumps [hono](https://github.com/honojs/hono) from 4.13.3 to 4.13.7.
- [Release notes](https://github.com/honojs/hono/releases)
- [Commits](https://github.com/honojs/hono/compare/v4.13.3...v4.13.7)

---
updated-dependencies:
- dependency-name: hono
  dependency-version: 4.13.7
  dependency-type: indirect
...

Signed-off-by: dependabot[bot] <support@github.com>",dependabot[bot],2026-09-10 09:06:14+00:00
