issue_number,title,body,state,created_at,updated_at,closed_at,author,comments_count,labels
335604,chat: fix experimental mode and permissions picker,"## Summary

- honor configured mode and permission defaults for new Agent Host chats without carrying sandbox choices into later sessions
- preserve session-specific permission and sandbox changes through the first request, including the full sandbox policy when the SDK default is off
- refine the combined Mode and Permissions control with compact icons, distinct hover/open states, a centered divider, aligned text, and keyboard-only focus outlines
- make Agent Mode and Permissions sibling collapsible sections whose headers show the current values
- remove the now-unused ActionList focus-group highlighting introduced with #334972 and use concrete initial item IDs instead

## Validation

- `npm run gulp hygiene`
- `npm run transpile-client`
- targeted ESLint for all changed TypeScript files
- targeted Stylelint for changed CSS files
- browser-computed checks for hover/open states, divider geometry, spacing, text alignment, and ResizeObserver churn

`npm run gulp compile` completes extension/media compilation and reports only three existing Copilot SDK typing mismatches outside this change:

- `copilotAgent.ts`: `clientInfo` is missing from `CopilotClientOptions`
- `copilotSessionLauncher.ts`: `autoTier` is missing from `CapiSessionOptions`
- `copilotAgent.test.ts`: `clientInfo` is missing from `CopilotClientOptions`

Focused Electron tests could not launch in the current environment because the downloaded Electron binary segfaults before the runner starts; the browser runner is blocked by sandbox policy from binding localhost.",closed,2026-09-11 00:31:06+00:00,2026-09-11 02:17:59+00:00,2026-09-11 02:16:57+00:00,justschen,2,
335603,Add consistency-by-default guidance for UI pattern decisions,"> [!NOTE]
> Planning follow-up. This proposes a lightweight authoring and review principle, not a requirement to copy existing UI, a broad migration, or an automatic lint rule.

## Problem

VS Code is built by many teams across old and new UI generations. When adding or changing a visual or interaction pattern, two opposite failure modes are possible:

1. **Unnecessary invention:** a new local treatment is slightly different from an equivalent existing experience. Each difference adds customer learning load and creates another implementation to maintain.
2. **Blind reuse:** an existing implementation is treated as authoritative even when it is legacy, accidental, inaccessible, inconsistent with current design direction, or simply wrong for the new user need.

Current guidance says to reuse components and follow shared design ramps, but it does not provide a repeatable way to evaluate prior art, distinguish stable conventions from historical accidents, or explain when divergence is justified.

Recent work on #335583 illustrates both sides. Reusing the existing GitHub hover components avoided a new card language, but a broader comparison still found inherited choices that should not be propagated unchanged: an outdated title hierarchy, duplicate boundary padding, an unnecessary divider, and submenu chrome that differed from the standard popup containing it.

## Proposed principle

> **Consistency by default, intentional divergence.** Before introducing or changing a visual or interaction pattern, identify the closest analogous experiences and canonical guidance. Reuse shared semantics, behavior, and component contracts when their roles match, because unnecessary variation increases customer learning load. Treat existing implementations as evidence, not authority: do not preserve known debt, deprecated patterns, accessibility problems, or accidental styling. Diverge when a clear user need, accessibility requirement, simplification, or current design direction calls for it; make the reason explicit and decide whether the shared owner should evolve.

The goal is familiarity without stagnation: like things should behave alike unless a difference does useful work.

## Suggested lightweight workflow

For UI work, proportionate to the size and risk of the change:

1. **Name the role and user task.** Compare surfaces that serve the same purpose, not merely elements that look similar.
2. **Inspect representative prior art and canonical guidance.** Prefer shared primitives, current design guidance, and actively maintained/recently accepted surfaces over an isolated historical example.
3. **Separate invariants from accidents.** Identify which semantics, interactions, accessibility behavior, ownership boundaries, and visual roles should stay consistent; do not copy incidental DOM or CSS.
4. **Classify the decision.** State what is reused, adapted, or new. For a small change this can be implicit in the diff or review description; larger explorations may benefit from a short provenance table.
5. **Justify divergence.** A new treatment should answer an unmet user need, remove complexity, improve accessibility, or advance an accepted design direction—not exist only because it was easy to implement locally.
6. **Choose the right owner.** If the improved behavior should apply to equivalent surfaces, evolve the shared component or contract when there is demonstrated production need. Otherwise keep a clearly scoped local exception.
7. **Validate equivalent scenarios.** Use production components and focused fixtures where useful; check the relevant density, theme, keyboard, and accessibility states rather than validating only the new happy path.

## Resolving conflicting prior art

Existing code will often disagree. Use this evidence order as a review heuristic, not a mechanical ranking:

1. Accepted canonical design/accessibility guidance and explicit component contracts.
2. Shared primitives and actively maintained, recently reviewed comparable surfaces.
3. Local conventions in the feature area, when they do not conflict with the above.
4. Isolated legacy implementations, which are useful evidence but not precedent by default.

When no direction is clearly established, preserve behavior for narrow maintenance work and surface the uncertainty. For a genuinely new pattern, seek product/design input rather than selecting whichever old example is easiest to copy.

## Guardrails

- Do not require exhaustive repository archaeology or a fixed number of examples.
- Do not make “most common” or “oldest” synonymous with correct.
- Do not force reuse, inheritance, or a shared abstraction when roles differ.
- Finding a related component does not imply it must be extended; a documented no-reuse conclusion is valid.
- Do not block experiments. Treat them as explicit experiments, keep them scoped, and use what is learned to decide whether a pattern should become shared.
- Do not require competitor research for routine UI changes.
- Do not duplicate mutable component inventories or token tables across instructions and skills.
- Keep automatic enforcement out of scope until repeated accepted work reveals a precise mechanically checkable rule.

## Guidance placement

Coordinate with #335370's source-of-truth model:

- Add a short stable principle/router to the auto-applied design instruction.
- Keep the detailed workflow, examples, and feedback language in the canonical design-philosophy skill.
- Let layout, theming, accessibility, and component-fixture skills retain their domain-specific techniques rather than repeating this full checklist.

This is broader than #335346's candidate **one relationship, one owner** composition heuristic. That guidance is one example of applying the principle; this issue covers visual and interaction pattern decisions generally.

## Acceptance criteria

- Canonical UI guidance states **consistency by default, intentional divergence** or an equivalent high-level principle.
- Guidance explicitly says existing code is evidence, not authority, and warns against copying legacy or accidental patterns.
- A lightweight, proportional prior-art workflow covers reuse, adaptation, new work, and justified exceptions.
- Guidance protects accessibility improvements, modernization, simplification, necessary product differences, and experimentation.
- The workflow discourages unnecessary local variants and customer learning load without requiring forced abstraction.
- The detailed workflow has one canonical owner and auto-applied instructions remain concise, consistent with #335370.

## Related

- #335354 — predictable UI composition umbrella and guardrails against over-engineering
- #335346 — candidate UI relationship-ownership guidance and prior-art audit example
- #335345 — shared composition-token foundation
- #335370 — instruction/skill source-of-truth and drift reduction
- #335583 — GitHub reference-hover exploration that motivated the broader guidance",open,2026-09-11 00:27:30+00:00,2026-09-11 00:29:22+00:00,,chryw,1,"debt, modernization"
335602,test: experimental permissions picker,"- [ ] anyOS @eli-w-king
- [x] anyOS @dbaeumer
- [ ] anyOS @rzhao271

Complexity: 2

Authors: @justschen


[Create Issue](https://github.com/microsoft/vscode/issues/new?template=blank&body=Testing+%23335602%0A%0A&assignees=justschen)

---

 this iteration, we modified how the mode and permissions picker works. we want to make it clear that permissions and agent modes in the copilot harness are connected with each other.


### Settings
- enable: `chat.experimentalModePermissionsPicker`

### Testing
1. Set the permissions modes to your preference.
2. Send requests
3. Make sure that the mode reflects the mode selected.
4. Try enabling sandboxing as well. 
5. Double check the UX and make sure it works as expected.
6. Try the different dropdowns.
7. Double check keyboard navigation via tab!


### Notes:
- This TPI is mainly making sure we have parity across this new version and the old mode/permissions pickers
- take not of how the UX feels!",open,2026-09-11 00:25:53+00:00,2026-09-11 07:03:04+00:00,,justschen,0,testplan-item
335601,Update distro commit (main),"Automated PR to update the `distro` commit in `package.json` to the HEAD of the `main` branch in [vscode-distro](https://github.com/microsoft/vscode-distro).

_Created automatically by the distro mismatch check._",closed,2026-09-11 00:23:17+00:00,2026-09-11 02:14:19+00:00,2026-09-11 02:13:13+00:00,vs-code-engineering[bot],0,
335600,add more fun working messages,"Adds 9 easter-egg phrases to `funWorkingMessages`, following up on #313076.

Pool goes from 6 to 15.

Phrases approved by @justschen.",open,2026-09-11 00:05:58+00:00,2026-09-11 01:29:00+00:00,,emxs1,0,
335599,Support session configuration controls on remote AHP hosts,"## Summary

Enable the existing schema-driven session configuration controls for remote AHP sessions in the Agents Window.

This is a functional client routing and UI change, not a diagnostics-only change. The generic configuration controls previously recognized only local session resources and used the ambient agent-host connection. As a result, remote sessions could advertise editable configuration without exposing usable generic controls.

## Changes

- Resolve each session through `IAgentHostConnectionsService` and use its owning connection for configuration subscriptions, dynamic option completions, and `session/configChanged` writes.
- Use the running session's advertised provider identity rather than treating its backend URI scheme as a provider name.
- Re-resolve configuration on the owning host and invalidate cached or in-flight results when the connection or backend session identity changes.
- Display supported mutable generic fields (booleans and string enums, including dynamic options) that are not claimed by existing dedicated controls. Respect read-only flags and reject stale selections after session or connection changes.
- Preserve the local provisional-session flow and existing dedicated permission controls and policy handling.

## Scope

The temporary investigation diagnostics have been removed. This change does not add a permissions adapter, host-specific permission-name mapping, host-version workaround, new protocol capability, or new telemetry. AHP schema metadata determines which generic controls are available and editable.

## Validation

- Focused unit tests cover remote reads and writes, dynamic options, read-only and mutability rules, reconnects, stale results, and local-session compatibility.
- Multi-host tests use the real connection resolver, including registered backend URI aliases and third, fourth, and fifth hosts sharing the same backend session URI.
- Targeted TypeScript checks and ESLint passed.
- Full end-to-end verification is not complete.",open,2026-09-11 00:05:29+00:00,2026-09-11 01:27:09+00:00,,osortega,1,
335598,Test: Agent Host Try Again after recoverable errors,"Refs: #332461

- [ ] anyOS @bhavyaus
- [x] anyOS @alexr00

Complexity: 2

Authors: @roblourens


[Create Issue](https://github.com/microsoft/vscode/issues/new?template=blank&body=Testing+%23335598%0A%0A&assignees=roblourens)

---

## Try Again

1. Send a request to an agent host Copilot session
2. While the agent is working, disable Wi-Fi and wait for the turn to fail.
3. Verify the error includes a **Try Again** button.
4. Re-enable Wi-Fi and click **Try Again**.
5. Verify the agent continues and completes the same turn. The original user message should not be duplicated, and any response content or completed tool calls from before the error should remain in place.

## Try ""keep going"" after restart

1. Start a request
2. Quit the app
3. Reopen it
4. The response should have a message with a ""keep going"" button which resumes the session",open,2026-09-10 23:59:19+00:00,2026-09-11 10:18:37+00:00,,roblourens,1,testplan-item
335597,sessions: revert Agents Window taskbar shortcut and icons,"## Summary

- revert the Agents Window taskbar jump-list shortcut and dedicated Windows icon
- restore the default native window and Switch Window icon behavior
- restore Agents workspaces to the Windows jump-list recents

Reverts #335333

## Validation

- `npm run compile`
- `.\scripts\test.bat --run src\vs\platform\windows\test\electron-main\windowsFinder.test.ts` (5 passing)
- `npm run hygiene` *(blocked by the existing Windows path resolution issue: `C:\C:\repos\vscode\remote\package.json`)*",closed,2026-09-10 23:52:17+00:00,2026-09-11 01:17:48+00:00,2026-09-11 01:15:35+00:00,dmitrivMS,0,
335596,eslint: allow bracket notation for process.env,"## Summary

Add one small built-in exception to `local/code-no-bracket-notation-for-identifiers` for environment-variable names accessed directly through `process.env`:

```ts
process.env['ProgramW6432'];
process.env['PROGRAMFILES'];
process.env['https_proxy'];
```

The exception covers reads, writes, deletes, and direct optional chaining. Dot notation remains valid as well.

- No new rule options, receiver-path machinery, or ESLint configuration changes.
- No exceptions for aliases, `safeProcess.env`, `opts`, or other receivers.
- Existing ordinary/private-member checks and autofixes stay in place.
- Remove the misleading blanket claim that bracket notation bypasses type checking.

This supersedes the earlier configurable approach discussed in #334768. The final diff contains only the existing rule and its tests: **no application-source notation conversions or migration-allowlist changes**.

## Validation

- Focused rule tests: **34 passed**
- Targeted TypeScript 6 checking for the rule and tests
- ESLint with `--max-warnings=0`
- Targeted repository hygiene and normal pre-commit hooks
- `git diff --check`",open,2026-09-10 23:29:43+00:00,2026-09-11 10:05:54+00:00,,alexdima,0,
335595,automations: fix: restore provider configuration and custom agents,"# Automation provider configuration and custom-agent follow-ups

## Contents

- [Context](#context)
- [Stack and review scope](#stack-and-review-scope)
- [Restored fixes](#restored-fixes)
- [Intentional limits](#intentional-limits)
- [Commit inventory](#commit-inventory)
- [Validation](#validation)
- [Draft readiness and CI](#draft-readiness-and-ci)
- [Exact-tree guarantee](#exact-tree-guarantee)

## Context

An automation separates its execution target from its provider-owned session template. The target selects the provider, workspace, isolation mode, and branch. The template holds model configuration, custom-agent selection, and native preferences such as Mode, Approvals, and Cloud Sandbox.

Editing and executing an automation must preserve those preferences without turning them into permanent permission grants. The provider's current capabilities and policy still determine the effective runtime behavior. Both the browser fallback executor and the durable Agent Host executor must pass the selected model and custom agent to the first turn.

## Stack and review scope

This draft extracts the eight provider-configuration and custom-agent fixes from the already-merged [#335018](https://github.com/microsoft/vscode/pull/335018).

The draft is [#335595](https://github.com/microsoft/vscode/pull/335595). It intentionally remains a draft with automatic merging disabled.

The review stack is:

1. [#335591](https://github.com/microsoft/vscode/pull/335591): the full revert of the original fifteen-fix PR.
2. [#335593](https://github.com/microsoft/vscode/pull/335593) (`ulugbekna/fix-automation-worktree-gating`): the smaller seven-commit worktree-discovery, branch-picker, validation, and startup repair.
3. This draft, `ulugbekna/automation-config-followups`: the remaining eight logical commits, based on the smaller worktree branch rather than `main`.

Review this draft against [#335593](https://github.com/microsoft/vscode/pull/335593), on `ulugbekna/fix-automation-worktree-gating`. Its diff is limited to ten files covering provider configuration, custom-agent execution, and their regression tests.

There are no standalone worktree-capability, New Worktree gating, branch-search, or worktree-pending-startup changes in this draft. Those belong to its base. There are also no shared ActionList or IME changes. The Codex worktree changes here specifically preserve custom-agent identity and instructions during worktree execution.

## Restored fixes

### Cloud model selection and canonical preferences

Restoring a Cloud model previously updated the visible selection without consistently updating the extension's model option. The shared model-update path now synchronizes both representations, including when the extension's option catalogue arrives later.

Canonical template configuration takes precedence over legacy mode and permission aliases. Unknown provider values remain intact so saving an automation does not erase preferences the current provider cannot interpret. Unsupported Cloud permission changes are no-ops: they do not silently replace the saved canonical preference or change Cloud's effective default permissions.

### Fallback CLI approvals

The fallback CLI keeps a restored approval preference separately from its policy-effective value. Current policy controls display and execution; an unchanged saved preference survives capture so editing an automation does not accidentally replace its intent with a temporary policy restriction.

### Cloud Sandbox execution

Cloud Sandbox is part of the automation's own captured template and is restored independently of the ordinary composer's remembered choice. Legacy definitions retain their previous fallback behavior until their first capture. The existing Sandbox control is available in Automation controls and remains gated by AI visibility.

The original regression `does not enable unsupported Cloud worktree or branch configuration` is rehomed into this commit rather than the smaller worktree PR. It asserts that Cloud does not acquire worktree support, isolation or branch values, and captures `{ autoApprove: Default, useSandbox: false }`. It requires these Cloud fixes and therefore belongs with them.

### First-turn custom agents

The Agent Host executor inherits the creation-time custom agent into the first message, independently of model inheritance. An explicit first-message selection still takes precedence. Fallback-provider tests also cover sending the restored custom agent on the first automation request.

### Codex custom agents in worktrees and restored sessions

Codex resolves a selected native workspace agent against the host-owned worktree when preparing customization launch. Host worktree metadata and canonical repository roots establish the relationship; the persisted agent URI is not rewritten.

This keeps agent instructions available on repeated turns, after reapplying the same selection, and after provider reload, including linked source checkouts. Plugin and external selections are not redirected. Existing telemetry injection and workspace-less customization directories are preserved.

### Native configuration controls

Automation controls reuse the provider's existing enum and boolean pickers so equivalent settings remain consistent across surfaces. Generic controls do not duplicate the dedicated worktree, branch, Mode, or Approvals controls and do not expose transient session-only configuration.

The existing Dev Container handoff remains separate. The extraction preserves the current picker constructor options and the upstream relocation of the Dev Container control.

## Intentional limits

- Cloud worktrees, workspace-less Cloud sessions, and Cloud custom agents remain unsupported.
- Saved mode and approval values are preferences, not grants that bypass current policy.
- Existing remote/container hosts continue to use their provider boundary; transient local Dev Container handoff is not a new template field.
- No new protocol fields, dependencies, settings, policy channels, or architecture changes are introduced.
- This is a scope split of existing fixes, not a new feature or refactor.

## Commit inventory

| Original commit | Extracted commit | Logical fix |
| --- | --- | --- |
| `1b7e62e17e3` | `df4ac6382b1` | Synchronize restored Cloud model options |
| `1f44f2eaac3` | `173f1775aba` | Preserve canonical Cloud configuration |
| `507adda226c` | `deabc94ebcb` | Ignore unsupported Cloud permission overrides |
| `4d4c118577e` | `f870ec0dc06` | Clamp restored CLI approval preferences |
| `afc2e297266` | `558f45ca91d` | Persist Cloud Sandbox choices and rehome the Cloud-only regression |
| `6eb7c964c2a` | `a2edf971fb6` | Retain custom agents on the first run turn |
| `d5884de7f7e` | `564cd05e5e5` | Retain Codex workspace agents across worktree turns and reloads |
| `c461304d323` | `66ee5f960b0` | Expose native provider configuration controls |

There are exactly eight commits above base `790568f194ff986449c9c1fb62142149fc8e09d7`. The draft head is `66ee5f960b032875783ab5c1779499cb4142cab2`.

## Validation

- `npm run typecheck-client`: passed.
- `npm run transpile-client`: passed.
- The five requested test files ran in one existing Electron runner invocation: **308 passing, 0 failing**.
- `git diff --check` against the stacked base: passed.

```sh
./scripts/test.sh \
  --run src/vs/sessions/contrib/providers/copilotChatSessions/test/browser/copilotChatSessionsProvider.test.ts \
  --run src/vs/sessions/contrib/providers/copilotChatSessions/test/browser/sandboxPicker.test.ts \
  --run src/vs/sessions/contrib/providers/agentHost/test/browser/agentHost/agentHostSessionConfigPicker.test.ts \
  --run src/vs/platform/agentHost/test/node/agentHostAutomationService.test.ts \
  --run src/vs/platform/agentHost/test/node/codex/codexPrewarmEviction.test.ts
```

The passing coverage includes the rehomed Cloud worktree/branch regression, canonical and late Cloud model restoration, Sandbox feature gating, policy-effective CLI approvals, native configuration controls, first-message selections, and Codex worktree/provider-reload behavior.

## Draft readiness and CI

The branch is pushed and clean, with eight commits across ten files. The current GitHub check snapshot reports CLA and Dependencies Check passing, VS Code PR Check pending, and no failed checks or unresolved review comments.

The main Code OSS, Component Fixtures and CodeQL workflows only trigger for pull requests targeting `main` or release branches. They are not running for this draft's feature-branch base. Local validation is complete, but this must not be described as full GitHub CI coverage.

Keep this draft stacked on #335593 while the revert and smaller fix are reviewed. Once those prerequisites land, rebase/retarget this draft onto main, review the eight follow-ups, and run the normal main-targeted checks before considering it ready.

## Exact-tree guarantee

The complete stacked tree is byte-for-byte identical to main at `5e142ece6c7aeb3d5f56892328b7300f15de8b36`, including unrelated upstream changes.

```sh
git diff --exit-code 5e142ece6c7aeb3d5f56892328b7300f15de8b36 HEAD
```

The command exits successfully with no output. Both trees have Git tree ID `62f713c2aa784ad9fb7df897d327822dcf79cc5b`. This verifies that the revert, smaller worktree repair, and eight follow-ups only restructure the existing fix and do not introduce content drift.",open,2026-09-10 23:28:11+00:00,2026-09-11 00:48:45+00:00,,ulugbekna,0,
335594,Fix forked process console forwarding reporting shared references as circular,"While fixing `safeStringify` in #335589 I noticed that `src/bootstrap-fork.ts` has its own copy of the same replacer. `safeToString`, which forwards `console.*` calls from forked processes to the parent when `VSCODE_VERBOSE_LOGGING` is set (the pty host, the file watcher and the agent host starters all set it), pushes every object into a `seen` array and never removes anything. So an object that is logged twice, or referenced from two properties, reaches the parent as `""[Circular]""` after its first occurrence, even though there is no cycle.

With a forked fixture that runs

```ts
const shared = { value: 1 };
console.log(shared, { a: shared, b: shared }, circular); // circular.self = circular
```

the `__$console` message the parent receives is:

```
before: [{""value"":1},{""a"":""[Circular]"",""b"":""[Circular]""},{""name"":""circular"",""self"":""[Circular]""}]
after:  [{""value"":1},{""a"":{""value"":1},""b"":{""value"":1}},{""name"":""circular"",""self"":""[Circular]""}]
```

The fix is the same one as in #335589 and in `stableStringify` (#327398). The replacer only tracks the current ancestor path, and uses `this` (the holder) to pop subtrees that are finished. Real cycles are still replaced with `""[Circular]""`. I removed the `isObject` helper because every object has to go on the stack for the holder check to work. Together with the `Array.isArray` check, the only objects it left out were RegExp and Date instances, and a Date has already been turned into a string by `toJSON` by the time the replacer sees it.

How I tested it: I added a case to `processes.integrationTest.ts` that forks `bootstrap-fork` with a new `fork_console` fixture and checks the forwarded arguments, including a genuine cycle. It fails against the current `bootstrap-fork.ts` with the ""before"" output above and passes with the fix, and the other tests in the file still pass. I ran it with `test/unit/node/index.js --run src/vs/base/test/node/processes/processes.integrationTest.ts`, with the Node version check commented out because the machine I used has Node 22. eslint is clean on the changed files and `typecheck-client` reports nothing in them.

There is no issue for this that I could find. This PR doesn't depend on #335589, they touch different files.

AI tools used",open,2026-09-10 23:23:15+00:00,2026-09-11 00:50:45+00:00,,Dev-next-gen,0,triage-needed
335593,automations: fix: enable supported worktree targets,"# Fix falsely disabled automation worktree selection

## Contents

- [Stack and purpose](#stack-and-purpose)
- [Root cause](#root-cause)
- [Included fixes](#included-fixes)
- [Explicit exclusions](#explicit-exclusions)
- [Validation](#validation)

## Stack and purpose

This is the smaller replacement for the worktree portion of [#335018](https://github.com/microsoft/vscode/pull/335018).

It is based on the revert branch in [#335591](https://github.com/microsoft/vscode/pull/335591), not directly on main, so this PR's diff contains only the seven worktree/startup fixes. Review and land the revert first, then this PR. The remaining provider configuration changes are held in [draft #335595](https://github.com/microsoft/vscode/pull/335595), stacked on this branch.

The goal is that **New Worktree is selectable for a supported Codex, Claude, or other Agent Host automation target**, while unavailable or non-repository targets are rejected instead of silently promising isolation.

## Root cause

The automation dialog read a session-type capability that was hard-coded to Copilot CLI. Codex and Claude therefore appeared unsupported even though the Agent Host owns worktree isolation for their sessions.

The dialog also used the local Git extension to discover every target's repository and branches. That cannot discover repositories on a remote Agent Host. Merely removing the Copilot-only flag would leave remote targets incorrectly unavailable.

## Included fixes

1. Advertise host-owned worktree configuration for all advertised Agent Host agents. Workspace-specific support still comes from the host's schema.
2. Obtain workspace support, current branch, and branch choices through a provider-owned operation. Remote search reuses the resolved context, and partial completion results do not falsely mark saved branches unavailable.
3. Allow opting out of a saved Worktree selection when support disappears.
4. After opting out, require normal repository availability before Worktree can be selected again; a retained branch is not a bypass.
5. Validate workspace-specific worktree support when the configure tool creates or changes an explicit worktree target. Unsupported/missing options reject the target, cancellation makes no changes, and provider errors are not silently treated as success. Legacy providers without the optional operation retain their previous behavior.
6. Coalesce duplicate repository lookups from related target/provider notifications.
7. Mark generated session IDs worktree-pending before eager provider startup. This prevents Codex prewarming in the source checkout before host isolation is ready; failed creation cleans the pending state.

The implementation remains provider-neutral in shared Sessions code. Tests cover supported provider choices, remote branch discovery/search, unavailable targets, cancellation and recovery, and startup ordering.

## Explicit exclusions

This PR does **not** change:

- Cloud model restoration, compatibility fields, or Sandbox routing;
- fallback CLI approval-policy preference handling;
- custom-agent first-turn inheritance or Codex custom-agent restoration;
- provider-native configuration toolbars;
- the shared ActionList implementation or its tests.

Those provider-configuration and custom-agent fixes are held for separate draft review. The shared IME fix is independently tracked in [#335578](https://github.com/microsoft/vscode/pull/335578).

Until that IME fix lands, cancelling composition during a pending remote branch search without changing the query can leave the picker loading. Changing the query or reopening it remains the workaround. This smaller PR does not claim to fix that shared-component edge case.

## Validation

- **977 targeted unit tests passed**, with 27 existing pending tests.
- **Five strict real-provider replay scenarios passed**, covering host branch configuration, Copilot/Claude/Codex working directories, and automation configuration after host restart.
- `npm run typecheck-client` passed.
- Changed-file ESLint, `git diff --check`, and normal commit hygiene passed.
- The diff is **seven focused commits across 12 files**, with no Cloud provider, custom-agent execution, native configuration-picker, or ActionList files.
- The source changes are reintroduced from the previously reviewed worktree fixes. A Cloud-only regression was moved to the draft remainder rather than pulling its unrelated suite into this PR.
- Full Code OSS, Component Fixtures and CodeQL pull-request workflows target `main`/release branches; they do not run against this stacked feature-branch base. After the revert lands, retarget this PR to main and require the normal CI before landing.",open,2026-09-10 23:17:43+00:00,2026-09-11 00:48:48+00:00,,ulugbekna,1,
335592,chat: Make customizations multi-root workspace aware,"## Summary

- group workspace agents, skills, instructions, prompts, and hooks under separate headers for each folder in multi-root workspaces
- scope customization and hook creation flows to the workspace folder where the action was invoked
- show source paths in file customization rows and source paths or plugin provenance for MCP servers, with descriptions available from the existing row hover
- remove redundant workspace-folder prefixes from rows and scoped location pickers

## Customization page comparisons

### Instructions

The row now shows the source path instead of the description, without repeating the workspace folder name. The description remains available in the row hover.

![Instructions page before and after](https://github.com/user-attachments/assets/5516a83f-7e20-409d-af45-d1608a3fc8e2)

### Hooks

Hooks are grouped by workspace folder and show their source paths. Creating a hook from a workspace section scopes the hook file choices and destination to that workspace.

![Hooks page before and after](https://github.com/user-attachments/assets/ebd974b1-3cf3-46a6-b0bf-ba027d6d1893)

### Agents

Agents are grouped by workspace folder and show their source paths, with descriptions available in the row hover.

![Agents page before and after](https://github.com/user-attachments/assets/e215a86d-144c-44f3-bc51-9f75be2538bf)

### MCP Servers

MCP server rows now show the source path or `Plugin: <plugin name>` instead of the description. The description remains available in the row hover when present.

![MCP Servers page before and after](https://github.com/user-attachments/assets/73a49c44-3560-4db3-afc1-1aa2efb6266a)

## Skills workflow

### Before

- All skills show up in the Workspace section, and the only way to tell which skill is part of which workspace is to hover or click it.
- The skill line item contains the name and description, while the folder/path is shown on hover.
- Clicking **New Skill** surfaces all folder options for every workspace in the quick pick.

![Skills page before: one combined Workspace section](https://github.com/user-attachments/assets/ca76124e-e8e7-474c-a265-52a8a7395c66)

![New Skill before: folder options from every workspace](https://github.com/user-attachments/assets/361a594e-f1ab-4586-86fa-2ba4f57cea09)

### Proposal

- Each workspace has its own section.
- The skill line item contains the name and path, with the description shown on hover.
- Clicking **New Skill** surfaces only the folder options for the workspace where the action originated.

![Skills page proposal: separate sections for each workspace](https://github.com/user-attachments/assets/dad6aabd-4267-471a-ba3f-ccfb300b26a1)

![New Skill proposal: folder options scoped to the selected workspace](https://github.com/user-attachments/assets/64e44f07-6155-4e32-b707-c6970bc8343e)

### Questions

- With migration in mind, should I consider removing some of the available options?
- Would it be best to prioritize `.github` over `.agents` in the quick pick and add a **Recommended** label?
- For other **New Skill** entry points, the quick pick will likely need to allow selecting the workspace first, then selecting the folder.

## Testing

- `npm run compile`
- `scripts\test.bat --run src\vs\workbench\contrib\chat\test\browser\aiCustomization\aiCustomizationListWidget.test.ts --run src\vs\workbench\contrib\chat\test\browser\aiCustomization\customizationCreatorService.test.ts --run src\vs\workbench\contrib\chat\test\browser\aiCustomization\mcpListWidget.test.ts --run src\vs\workbench\contrib\chat\test\browser\promptSyntax\hookActions.test.ts` (90 passing)
- hygiene checks and `git diff --check`
- visually verified Agents, Instructions, Hooks, Prompts, and MCP Servers component fixtures

Fixes #332290
Fixes #333755
Addresses #332543",open,2026-09-10 23:14:46+00:00,2026-09-11 00:48:50+00:00,,houghj16,0,
335591,automations: fix: revert broad provider configuration changes,"# Revert the broad automation configuration change

## Contents

- [Purpose](#purpose)
- [Scope](#scope)
- [Behavior and follow-ups](#behavior-and-follow-ups)
- [Validation](#validation)

## Purpose

Revert [#335018](https://github.com/microsoft/vscode/pull/335018), commit `1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3`, so its worktree availability fix and unrelated provider-configuration fixes can be reviewed and landed in smaller units.

The original PR combined the falsely disabled New Worktree checkbox with remote branch discovery, Cloud model and Sandbox configuration, approval-policy state, custom-agent execution, and native session controls. This revert is a scope/review decision, not a claim that CI found a regression.

## Scope

This is the exact inverse of the original PR's change to 22 files. Each restored file was checked against the parent of the original merge commit. Later unrelated changes on main are preserved.

The independent shared ActionList IME fix in [#335578](https://github.com/microsoft/vscode/pull/335578) is not part of this revert.

## Behavior and follow-ups

Until the scoped replacements land, this intentionally restores the pre-PR behavior, including the known Codex/Claude automation worktree capability limitation and the provider-configuration issues the original PR addressed.

Two follow-up PRs are prepared as a stack:

1. [#335593](https://github.com/microsoft/vscode/pull/335593), a ready PR that reintroduces only the seven agreed worktree/startup fixes.
2. [#335595](https://github.com/microsoft/vscode/pull/335595), a draft PR containing the other eight provider-configuration/custom-agent fixes for separate review.

The smaller fix PR is based on this revert branch so its diff contains only the reintroduced worktree behavior. Review this revert before its two scoped follow-ups.

## Validation

- Verified that exactly the original 22 files are reverted and their contents match the original merge commit's parent.
- **949 targeted unit tests passed**, with 27 existing pending tests.
- `npm run typecheck-client` passed.
- `git diff --check` and the normal commit hygiene hook passed.",closed,2026-09-10 23:12:56+00:00,2026-09-10 23:48:04+00:00,2026-09-10 23:47:07+00:00,ulugbekna,1,
